Date,CL,MOH,AAP,BLK,HBAN,MAS,HON,CMCSA
2021-06-28,79.88790893554688,254.02999877929688,199.45054626464844,858.99462890625,13.732453346252441,57.101104736328125,212.73129272460938,55.029388427734375
2021-06-29,79.4284439086914,256.8299865722656,200.2210235595703,853.9016723632812,13.684537887573242,57.13058090209961,211.90701293945312,55.46099090576172
2021-06-30,79.52619934082031,253.05999755859375,200.0649871826172,855.3092041015625,13.674956321716309,57.88721466064453,215.2433624267578,55.931827545166016
2021-07-01,79.90745544433594,256.04998779296875,203.7709503173828,859.4735717773438,13.828283309936523,57.79877853393555,216.48959350585938,56.64790344238281
2021-07-02,79.86834716796875,257.0,205.8287811279297,873.550048828125,13.751619338989258,57.7103385925293,217.176513671875,57.305110931396484
2021-07-06,80.1323013305664,255.66000366210938,203.5369110107422,872.621337890625,13.387465476989746,56.94388198852539,214.46815490722656,56.802696228027344
2021-07-07,80.80683135986328,256.7300109863281,204.25860595703125,880.6957397460938,13.34913444519043,57.44502639770508,216.6073455810547,57.30511474609375
2021-07-08,80.49401092529297,253.47000122070312,202.3763427734375,856.804931640625,13.119140625,56.51152038574219,215.2139434814453,57.36422348022461
2021-07-09,80.58199310302734,257.25,208.18890380859375,881.0574340820312,13.674956321716309,57.43519973754883,220.1399383544922,57.167198181152344
2021-07-12,81.0707778930664,257.7099914550781,206.68699645996094,895.3391723632812,13.84744930267334,57.64155960083008,220.80722045898438,57.393775939941406
2021-07-13,80.78728485107422,257.04998779296875,203.8002166748047,887.66552734375,13.559958457946777,57.34676742553711,219.8848114013672,56.9603157043457
2021-07-14,81.36405181884766,255.10000610351562,204.9608154296875,860.5390625,13.502461433410645,57.43519973754883,223.5057373046875,56.91106414794922
2021-07-15,81.75507354736328,260.760009765625,204.07330322265625,860.226318359375,13.665373802185059,57.56294631958008,228.4513702392578,57.08838653564453
2021-07-16,82.498046875,257.1300048828125,200.75741577148438,855.358154296875,13.272468566894531,58.11322021484375,226.01780700683594,56.694332122802734
2021-07-19,82.08746337890625,250.13999938964844,200.5818634033203,826.1690673828125,12.678321838378906,58.05426788330078,216.5288543701172,55.78801345825195
2021-07-20,81.2717056274414,254.2100067138672,205.029052734375,859.0923461914062,13.157472610473633,58.1033935546875,225.3603515625,56.2313232421875
2021-07-21,80.77044677734375,256.5,204.21957397460938,862.8460083007812,13.464129447937012,58.46696853637695,227.5093536376953,56.950469970703125
2021-07-22,80.43626403808594,257.57000732421875,205.08755493164062,847.3814697265625,13.17663860321045,57.92652130126953,228.3826904296875,56.93076705932617
2021-07-23,81.85157775878906,261.20001220703125,209.6322784423828,849.424560546875,13.243719100952148,58.74211120605469,225.0267333984375,57.49229431152344
2021-07-26,82.6476821899414,257.8299865722656,208.79356384277344,851.907470703125,13.339550971984863,58.290096282958984,224.95803833007812,57.82723617553711
2021-07-27,82.51007843017578,260.32000732421875,210.04190063476562,842.5134887695312,13.32996654510498,58.67332077026367,226.0472412109375,57.68931579589844
2021-07-28,81.7532958984375,259.1700134277344,206.99908447265625,841.3697509765625,13.406631469726562,58.61437225341797,226.17481994628906,57.11793899536133
2021-07-29,82.08745574951172,255.2100067138672,208.1108856201172,849.8546752929688,13.761202812194824,57.64155960083008,228.5200653076172,57.246009826660156
2021-07-30,78.13641357421875,273.010009765625,206.81378173828125,847.6845092773438,13.492877960205078,58.67332077026367,229.4130096435547,57.95530319213867
2021-08-02,78.17572021484375,274.25,207.4477081298828,853.6377563476562,13.416213989257812,58.309749603271484,228.0686798095703,57.60065460205078
2021-08-03,78.05778503417969,277.45001220703125,210.07115173339844,860.4315795898438,13.84744930267334,59.282562255859375,228.29437255859375,57.36422348022461
2021-08-04,76.90785217285156,278.7900085449219,204.48291015625,862.1911010742188,13.665373802185059,58.90916061401367,225.2916717529297,57.10808563232422
2021-08-05,77.54669952392578,268.6400146484375,201.23529052734375,869.2977905273438,13.80911636352539,59.439781188964844,225.57623291015625,57.472591400146484
2021-08-06,77.28133392333984,265.05999755859375,200.63063049316406,875.9547119140625,14.10619068145752,59.380821228027344,225.37997436523438,57.817378997802734
2021-08-09,76.99630737304688,261.25,199.4603271484375,881.7025146484375,14.029526710510254,58.152523040771484,223.95712280273438,57.41347885131836
2021-08-10,77.37962341308594,256.0400085449219,203.57594299316406,892.0546264648438,14.249935150146484,58.94846725463867,227.53878784179688,57.58095169067383
2021-08-11,77.74327087402344,249.77000427246094,205.9848175048828,896.48291015625,14.604506492614746,60.87443923950195,229.79571533203125,58.2114372253418
2021-08-12,77.43859100341797,247.5399932861328,204.1220703125,897.9002685546875,14.681170463562012,61.35282897949219,228.505126953125,58.15232849121094
2021-08-13,78.07743835449219,248.27999877929688,201.32305908203125,896.2579956054688,14.51826000213623,61.74737548828125,228.32778930664062,58.43801498413086
2021-08-16,78.41160583496094,253.32000732421875,207.00881958007812,904.1076049804688,14.336182594299316,62.07288360595703,230.27847290039062,58.369056701660156
2021-08-17,78.65731811523438,259.9200134277344,202.62991333007812,889.1807250976562,14.192438125610352,60.48481369018555,228.02236938476562,58.58578872680664
2021-08-18,76.81939697265625,253.27000427246094,202.48362731933594,881.6439819335938,14.096607208251953,59.094017028808594,225.03726196289062,58.15232849121094
2021-08-19,77.61550903320312,263.0,203.21507263183594,883.471923828125,14.010360717773438,59.17293167114258,224.35745239257812,58.083370208740234
2021-08-20,77.44841766357422,266.989990234375,204.49266052246094,896.56103515625,14.144522666931152,59.90284729003906,224.32791137695312,58.526676177978516
2021-08-23,77.0356216430664,262.82000732421875,202.62991333007812,907.0108032226562,14.403264045715332,60.03107833862305,225.717041015625,58.9108772277832
2021-08-24,76.33780670166016,267.6400146484375,202.63966369628906,908.3109741210938,14.662004470825195,60.366451263427734,227.02734375,58.644893646240234
2021-08-25,76.31814575195312,264.8800048828125,206.9893341064453,918.4088745117188,14.997411727905273,61.07664108276367,227.2440948486328,58.595638275146484
2021-08-26,75.98396301269531,264.1300048828125,203.6539306640625,914.8506469726562,14.757835388183594,60.869503021240234,227.46083068847656,58.12277603149414
2021-08-27,76.11174774169922,268.739990234375,198.7776336669922,933.4823608398438,14.997411727905273,61.145687103271484,227.71697998046875,58.51682662963867
2021-08-30,76.31814575195312,265.5199890136719,196.1639404296875,926.7764892578125,14.729086875915527,61.066776275634766,228.43617248535156,58.82221603393555
2021-08-31,76.61299133300781,268.7699890136719,197.83163452148438,922.0941162109375,14.882413864135742,59.89298629760742,228.47555541992188,59.777793884277344
2021-09-01,76.98648071289062,265.17999267578125,196.88563537597656,922.6121826171875,14.681170463562012,60.39603805541992,226.39682006835938,60.23095703125
2021-09-02,77.17322540283203,272.6700134277344,195.84210205078125,929.3082885742188,14.719503402709961,60.92868423461914,227.5494842529297,60.831886291503906
2021-09-03,76.57368469238281,274.75,194.5059814453125,920.2168579101562,14.614090919494629,60.35658264160156,224.97813415527344,60.80233383178711
2021-09-07,75.58100891113281,268.3699951171875,194.86683654785156,907.9935913085938,14.662004470825195,58.206275939941406,219.62855529785156,59.4034423828125
2021-09-08,76.44591522216797,262.1000061035156,195.22767639160156,907.5123901367188,14.604506492614746,57.38758087158203,221.07676696777344,59.245826721191406
2021-09-09,75.97415161132812,258.7099914550781,196.24197387695312,905.3524780273438,14.700338363647461,58.63041687011719,219.62855529785156,58.6744499206543
2021-09-10,75.71861267089844,252.38999938964844,195.08139038085938,899.9329223632812,14.709921836853027,58.72905731201172,219.07684326171875,58.418312072753906
2021-09-13,76.05277252197266,262.989990234375,194.3304443359375,899.5795288085938,14.786584854125977,59.044700622558594,220.2886505126953,59.07835388183594
2021-09-14,75.97415161132812,262.04998779296875,196.1931915283203,885.530029296875,14.412846565246582,58.15695571899414,216.9291229248047,54.76347351074219
2021-09-15,75.88568115234375,266.1099853515625,201.1085205078125,893.08984375,14.547009468078613,57.67363357543945,218.40692138671875,56.15250778198242
2021-09-16,75.15838623046875,269.6300048828125,203.5389404296875,874.2295532226562,14.566367149353027,57.34812545776367,216.39712524414062,56.428348541259766
2021-09-17,74.92250061035156,278.1400146484375,201.6867218017578,860.6710205078125,14.46958065032959,56.45051956176758,215.2543182373047,56.26087188720703
2021-09-20,74.863525390625,277.3900146484375,199.63848876953125,841.6634521484375,13.956612586975098,56.0362434387207,212.53518676757812,55.65009307861328
2021-09-21,75.07975769042969,279.3299865722656,201.5495147705078,829.8524169921875,13.792075157165527,55.454280853271484,211.71746826171875,55.22649002075195
2021-09-22,75.11907196044922,277.2200012207031,206.9886016845703,835.556640625,14.034040451049805,55.74032211303711,213.8060760498047,55.18708038330078
2021-09-23,75.3549575805664,282.739990234375,209.81101989746094,860.2193603515625,14.624438285827637,55.89814376831055,216.44639587402344,55.3348503112793
2021-09-24,75.31563568115234,287.6400146484375,211.3496551513672,858.6975708007812,14.70186710357666,55.31618118286133,215.94393920898438,55.403812408447266
2021-09-27,74.7062759399414,282.70001220703125,214.0937042236328,859.5321044921875,15.292265892028809,55.34577560424805,214.67303466796875,55.453067779541016
2021-09-28,74.51953125,275.8399963378906,210.48724365234375,844.9033203125,15.16644287109375,54.30021286010742,211.78643798828125,53.93596267700195
2021-09-29,75.75791931152344,280.1300048828125,212.43746948242188,840.9761352539062,15.16644287109375,54.931495666503906,211.7371826171875,55.098419189453125
2021-09-30,74.28365325927734,271.30999755859375,204.71495056152344,823.3922119140625,14.963191032409668,54.79340362548828,209.1362762451172,55.098419189453125
2021-10-01,74.28365325927734,271.510009765625,203.84274291992188,826.5634155273438,15.350336074829102,55.1189079284668,212.45635986328125,56.3593864440918
2021-10-04,73.77256774902344,269.5,203.02932739257812,810.5307006835938,15.360015869140625,55.22740936279297,211.03770446777344,55.9357795715332
2021-10-05,73.14353942871094,269.4100036621094,204.8423614501953,823.5100708007812,15.524554252624512,55.10904312133789,212.52532958984375,56.193050384521484
2021-10-06,73.81187438964844,270.510009765625,207.07679748535156,822.3024291992188,15.38905143737793,55.3753662109375,213.6484375,56.3018913269043
2021-10-07,74.29347229003906,277.1199951171875,210.2128448486328,827.0150756835938,15.456803321838379,56.34201431274414,215.13607788085938,56.79663848876953
2021-10-08,74.29347229003906,280.6199951171875,209.86981201171875,829.0277709960938,15.485838890075684,56.095420837402344,214.47601318359375,54.12501907348633
2021-10-11,74.4998779296875,279.1300048828125,207.88040161132812,824.4427490234375,15.301944732666016,55.977054595947266,212.1016845703125,51.671085357666016
2021-10-12,74.37210083007812,280.69000244140625,207.7725830078125,820.9671630859375,15.272908210754395,55.878421783447266,211.15591430664062,51.779930114746094
2021-10-13,74.76524353027344,275.57000732421875,206.1163787841797,852.0115356445312,15.25355052947998,56.0362434387207,212.3874053955078,52.13614273071289
2021-10-14,75.28614807128906,280.0400085449219,210.5656280517578,876.261962890625,15.543910026550293,57.76240539550781,215.3528289794922,53.422481536865234
2021-10-15,74.94215393066406,280.0899963378906,211.12423706054688,890.743408203125,15.61166000366211,58.462738037109375,217.4512939453125,53.45216369628906
2021-10-18,73.9887924194336,276.2799987792969,218.07254028320312,879.9927368164062,15.669734001159668,59.281429290771484,217.3626251220703,52.66057586669922
2021-10-19,73.49736785888672,281.9200134277344,219.66015625,885.2355346679688,15.814912796020508,59.03483581542969,218.49559020996094,53.66985321044922
2021-10-20,74.25873565673828,290.1000061035156,222.12979125976562,886.4921875,16.16334342956543,59.774620056152344,220.3280487060547,54.134910583496094
2021-10-21,74.05109405517578,296.25,229.03890991210938,887.267822265625,15.960091590881348,60.3072624206543,221.19500732421875,53.46205520629883
2021-10-22,74.65425872802734,297.8900146484375,227.33364868164062,898.31298828125,16.14398765563965,60.17903518676758,214.18045043945312,53.650062561035156
2021-10-25,74.29829406738281,297.6000061035156,225.53045654296875,907.9050903320312,16.105270385742188,60.67222595214844,214.31837463378906,53.51153564453125
2021-10-26,75.30687713623047,299.4599914550781,227.911865234375,914.6206665039062,15.940733909606934,60.248085021972656,215.0868377685547,53.19489669799805
2021-10-27,75.0497817993164,295.6199951171875,225.7460479736328,900.5711059570312,15.456803321838379,63.384769439697266,212.52532958984375,51.888771057128906
2021-10-28,76.018798828125,297.1400146484375,220.5029754638672,918.4496459960938,15.408408164978027,64.6078872680664,215.2444610595703,51.35445022583008
2021-10-29,75.33654022216797,295.7200012207031,221.01258850097656,926.2843627929688,15.234193801879883,64.6572036743164,215.3823699951172,50.8893928527832
2021-11-01,75.0992202758789,297.9700012207031,220.6107635498047,919.1859130859375,15.437444686889648,63.75959396362305,216.50550842285156,51.710662841796875
2021-11-02,75.41563415527344,294.4599914550781,222.2375946044922,930.5944213867188,15.301944732666016,63.21708297729492,217.91432189941406,52.086669921875
2021-11-03,76.40443420410156,303.989990234375,226.34385681152344,934.3743286132812,15.68908977508545,63.2861328125,219.50047302246094,52.393409729003906
2021-11-04,76.4242172241211,303.04998779296875,225.49124145507812,936.6716918945312,15.243871688842773,63.7891845703125,219.195068359375,52.175724029541016
2021-11-05,76.96804809570312,304.17999267578125,225.138427734375,937.7222290039062,15.340658187866211,63.29599380493164,222.71218872070312,53.33342742919922
2021-11-08,76.86917114257812,305.0400085449219,223.3548126220703,948.2864379882812,15.418088912963867,63.177635192871094,222.3870849609375,52.927738189697266
2021-11-09,77.17569732666016,305.3800048828125,227.74526977539062,949.1503295898438,15.360015869140625,64.82488250732422,224.37716674804688,53.185001373291016
2021-11-10,77.60088348388672,302.67999267578125,230.07769775390625,941.7476806640625,15.379372596740723,63.79042053222656,223.0315399169922,53.6005859375
2021-11-11,77.11637115478516,312.57000732421875,233.68414306640625,948.021240234375,15.756840705871582,63.92900848388672,218.67794799804688,53.095947265625
2021-11-12,77.15592193603516,313.2200012207031,234.26234436035156,953.8040771484375,15.727805137634277,66.03753662109375,220.04339599609375,52.93762969970703
2021-11-15,77.42289733886719,308.82000732421875,237.0749969482422,935.8862915039062,15.931055068969727,66.56219482421875,220.12255859375,52.81889343261719
2021-11-16,77.00759887695312,308.29998779296875,230.9793243408203,931.6743774414062,15.960091590881348,67.78970336914062,219.03414916992188,52.56162643432617
2021-11-17,76.7109603881836,307.75,227.90206909179688,914.5813598632812,15.785877227783203,67.40362548828125,218.1634521484375,53.16521453857422
2021-11-18,75.53429412841797,306.9599914550781,227.28466796875,905.9710083007812,15.650375366210938,67.06705474853516,218.37123107910156,52.225196838378906
2021-11-19,76.33521270751953,298.0,225.40304565429688,898.2933959960938,15.505196571350098,66.91856384277344,216.18455505371094,51.36434555053711
2021-11-22,76.69117736816406,302.8900146484375,227.19647216796875,902.5936279296875,15.679412841796875,67.59170532226562,215.83824157714844,50.96854782104492
2021-11-23,77.05703735351562,306.5,231.05770874023438,918.4005126953125,15.872983932495117,67.53231811523438,213.7208251953125,51.49298095703125
2021-11-24,76.88894653320312,307.0,228.7056884765625,913.7763061523438,15.824590682983398,67.69070434570312,209.9708251953125,51.334659576416016
2021-11-26,76.19677734375,292.4200134277344,222.19839477539062,885.2257080078125,14.876084327697754,66.40380859375,206.0130157470703,50.56285858154297
2021-11-29,76.8395004272461,297.5299987792969,222.72760009765625,911.1057739257812,14.876084327697754,66.66117858886719,205.4688262939453,50.98833465576172
2021-11-30,74.17963409423828,285.17999267578125,216.30850219726562,888.1416015625,14.363115310668945,65.23570251464844,200.10601806640625,49.454627990722656
2021-12-01,74.54549407958984,282.2799987792969,213.86827087402344,883.9395751953125,14.188899040222168,65.00802612304688,197.31576538085938,48.56409454345703
2021-12-02,74.63448333740234,288.0199890136719,224.18780517578125,902.122314453125,14.740581512451172,66.85917663574219,201.84744262695312,50.95865249633789
2021-12-03,75.9100341796875,285.95001220703125,222.3258056640625,883.193359375,14.459901809692383,68.06687927246094,201.35272216796875,51.2357063293457
2021-12-06,77.69976043701172,285.04998779296875,225.42263793945312,884.4361572265625,14.759940147399902,67.79959106445312,204.07369995117188,51.79971694946289
2021-12-07,76.9383773803711,291.1300048828125,230.2541046142578,908.3248901367188,14.992226600646973,67.90848541259766,204.96420288085938,49.058837890625
2021-12-08,76.88894653320312,297.3299865722656,229.3524932861328,911.2246704101562,14.924476623535156,68.15596008300781,202.49057006835938,48.42556381225586
2021-12-09,77.12625885009766,295.239990234375,229.93069458007812,906.5100708007812,14.93415641784668,67.7500991821289,203.8263397216797,47.30744171142578
2021-12-10,78.57979583740234,302.9800109863281,235.24237060546875,912.5068969726562,14.779296875,68.01737213134766,207.59613037109375,47.94071578979492
2021-12-13,80.2310791015625,300.94000244140625,229.44068908691406,905.1094360351562,14.440545082092285,67.60161590576172,207.02224731445312,47.20848846435547
2021-12-14,81.20999145507812,306.17999267578125,230.685302734375,890.0385131835938,14.721224784851074,67.453125,204.4991455078125,48.24745178222656
2021-12-15,81.83293914794922,314.0,234.3603515625,902.3970336914062,14.885763168334961,68.60143280029297,207.54666137695312,47.67354965209961
2021-12-16,83.00959777832031,306.8699951171875,235.36416625976562,908.9462890625,15.037308692932129,68.05697631835938,207.3982391357422,48.32661437988281
2021-12-17,81.55607604980469,302.9200134277344,229.1248016357422,901.075439453125,14.548449516296387,65.79995727539062,203.00509643554688,48.2375602722168
2021-12-20,81.59561920166016,299.04998779296875,224.76510620117188,885.01806640625,14.216025352478027,64.08739471435547,197.74124145507812,47.891239166259766
2021-12-21,81.1704330444336,308.54998779296875,225.92637634277344,898.412353515625,14.73421573638916,65.71086120605469,199.54202270507812,48.346405029296875
2021-12-22,81.53629302978516,316.3800048828125,229.0952606201172,899.0731811523438,14.783102035522461,66.77007293701172,199.71023559570312,48.51461410522461
2021-12-23,81.86260223388672,316.7300109863281,228.4457550048828,901.420654296875,14.919981956481934,67.31453704833984,203.05458068847656,49.50410461425781
